id,no_serie,no_factura,fecha,nombre_del_cliente,NIT,direccion,cantidad,productos,precio,descuento,envio,total
420,48909,10195413,2022-07-06,Kayla Graham,7351887905,85345 Barry Road South Andrew  OK 01124,1:8,Guía de viaje:Jeans,369.8:210.0,67.61130385411039,22.16,2004.3486961458898
421,32321,19675165,2021-09-15,Susan Cain,4141412158,14878 Theresa Park Suite 334 Lake Angelastad  LA 87364,1:10,Patines:Tablet,237.45:397.13,150.62894837540216,9.92,4068.041051624598
422,46188,86626306,2022-07-25,Roger Larson,9239830481,877 Christopher Alley New Patrick  MP 40054,5:10,Jeans:Cremas para la piel,210.0:236.27,12.480028721310788,5.55,3405.76997127869
423,65371,52934677,2020-11-02,Tony Perry,3211049719,6751 William Plain Miketon  IA 35437,2:3,Patines:Coche de juguete,237.45:421.82,14.811060166249693,18.75,1744.2989398337504
424,16822,98803280,2023-03-03,Debra Hickman,3708734364,50697 Timothy Cliffs Apt. 606 Hallmouth  NJ 78157,1:10,Vino:Silla,740.9:227.02,202.57294961787005,12.96,2821.4870503821303
425,83050,97147614,2021-01-09,Gary Evans,3833964916,648 Kelley Mount North Derrickmouth  WA 98544,4:5,Cámara:Chaqueta,565.53:941.34,175.91063099374267,10.52,6803.429369006258
426,76430,28203317,2023-03-21,Sarah Villanueva,4156258234,7302 Jeremy Lane Apt. 142 Vargasborough  NJ 32840,1:9,Laptop:Raqueta de tenis,364.26:62.59,66.83456646331571,16.38,877.1154335366843
427,63066,60443768,2022-11-12,Haley Berg,9994632830,2768 Rodriguez Mission Apt. 428 Loriburgh  MA 36427,1:9,Vino:Cámara,740.9:565.53,254.3293651898944,14.05,5590.3906348101045
428,65141,74086753,2019-12-21,Sean Ashley,9978531265,606 William Fall Georgeside  MT 37414,2:1,Regadera:Poesía,805.3:640.7,63.98108778106183,18.68,2205.998912218938
429,18912,93277043,2020-02-10,Christopher Choi,5958320470,72001 Jim Grove Lake Joshua  NJ 65809,5:5,Maceta:Cremas para la piel,889.4:236.27,515.1637470679235,23.13,5136.316252932077
430,29218,15069012,2024-01-28,Misty Finley,7049707930,6996 Jorge Forges Suite 646 Port Christineside  NJ 15435,5:10,Sofá:Raqueta de tenis,313.68:62.59,214.81779203817604,12.64,1992.1222079618242
431,24476,18570548,2020-12-18,Anthony Michael DDS,4008389791,30586 James Mountains Suite 724 Aaronshire  SD 00707,1:4,Maceta:Escritorio,889.4:912.26,133.47181034616432,18.32,4423.288189653835
432,49033,61448761,2022-02-03,Martin Stuart,6599184711,216 Sanchez Pass Johnshire  HI 76580,10:5,Esmalte de uñas:Laptop,189.38:364.26,73.83718367374769,15.44,3656.702816326252
433,95315,15271062,2022-03-01,Michele Holland,4674482561,225 Martinez Street Apt. 637 Jonesbury  VA 32814,10:3,Camiseta:Sierra,543.61:102.97,304.8034866016795,11.36,5451.56651339832
434,55075,16506317,2023-03-03,Brian Chang,2015038940,Unit 8015 Box 9275 DPO AA 97036,4:10,Rompecabezas:Destornillador,222.97:443.45,358.80386786485195,15.34,4982.9161321351485
435,40218,13348989,2022-05-10,Brad Parks,5792778341,79914 Holt Row Lake Meganburgh  MP 30721,6:8,Pan:Silla,921.1:227.02,702.0407568911031,12.48,6653.199243108897
436,30803,71876469,2021-11-23,Shawn Dickson,7191271177,6467 Robert Field Lesliestad  MP 13857,5:9,Smartphone:Guía de viaje,940.43:369.8,785.5144870882425,21.4,7266.235512911758
437,96738,29108868,2022-06-16,Mike Fuller,3543239459,318 Sylvia Place Apt. 369 Trevinochester  AZ 54498,1:3,Balón de fútbol:Equipo de natación,498.7:540.42,195.39736436534508,22.9,1947.4626356346546
438,40580,92405319,2021-12-19,Breanna Lewis,5363713858,540 Jasmine Parks Suite 624 Kathleenburgh  SC 72525,2:5,Regadera:Destornillador,805.3:443.45,60.42161411569155,23.24,3790.668385884308
439,21323,54913704,2023-09-03,Philip Jones,1458924696,674 Mark Locks Suite 199 Kathleenbury  FL 25928,5:3,Pelota:Diccionario,167.61:956.02,363.79514761901993,7.11,3349.42485238098
440,45246,88299053,2022-11-18,Olivia Miller,8795968162,5747 Charles Islands East Reneefort  UT 38969,7:7,Coche de juguete:Coche de juguete,421.82:421.82,313.0957543005439,22.15,5614.534245699455
441,50234,65642811,2023-02-19,Paul Davis,4445610120,518 Tommy Trail North Seanville  GA 75483,7:6,Mesa de comedor:Guía de viaje,444.93:369.8,456.6217359826475,17.93,4894.618264017353
442,61398,63858965,2022-03-23,Kelly Chase,2398928025,06927 Ashley Park South Melissatown  TX 61821,5:10,Jeans:Champú,210.0:104.26,110.93797990389567,14.65,1996.3120200961048
443,40812,49432099,2019-08-29,Dylan Wong,3493924118,3190 Juarez Station Riceburgh  OK 54972,1:8,Pan:Fruta,921.1:186.35,72.87726795891147,11.33,2350.3527320410885
444,72438,96281580,2023-07-25,Julie Johnson,2771235333,0189 Sean Fort Suite 989 New Kennethmouth  DC 83758,8:5,Biografía:Maquillaje,613.3:497.45,261.31429391126903,24.55,7156.88570608873
445,27228,91338705,2023-12-12,Sydney Carr,9344075376,3539 Sanchez Wall Suite 512 South Christopherville  MO 47768,3:9,Champú:Pelota,104.26:167.61,149.99372226201157,23.77,1695.0462777379887
446,74258,66112905,2023-04-30,Miranda Allen,8503500877,0400 Bennett Highway Garytown  AZ 65144,9:4,Sofá:Herramientas de jardinería,313.68:571.18,221.95593181180388,15.6,4901.484068188197
447,44557,19685871,2020-09-14,Jason Moore,1715883603,43018 Thomas Drive Lake Jaredstad  AL 78487,7:4,Fertilizante:Taladro,231.17:284.01,152.68086606475038,18.12,2619.669133935249
448,54170,52627372,2020-03-02,Heather Mills,4688721890,371 Woodward Via Shawnfurt  CT 70759,3:6,Pan:Cremas para la piel,921.1:236.27,405.892135307114,11.88,3786.907864692886
449,99847,44106343,2021-10-14,Elizabeth Mclean,8102583759,8770 Hayden Creek South James  MS 22467,9:5,Guantes de boxeo:Tablet,19.46:397.13,24.510821813038746,13.4,2149.6791781869615
450,63171,98116859,2019-12-06,Chad Butler,4211892864,067 Williams Way Careyfurt  WI 12073,2:10,Sierra:Jeans,102.97:210.0,123.30144619443018,17.74,2200.3785538055695
451,29990,45393844,2020-07-05,Christina Duncan,4772230081,0395 Daniel Alley Apt. 123 Lawsonmouth  NM 98874,10:5,Guantes de boxeo:Smartwatch,19.46:208.54,88.4414248605969,13.25,1162.1085751394032
452,27466,73659231,2023-01-27,William Haney,1079103747,59432 Bryan Summit Port Jefferyland  PA 21997,5:7,Pan:Camiseta,921.1:543.61,104.05553511988705,19.94,8326.654464880114
453,12526,90199024,2021-03-06,Anthony Harris,7932353876,1885 Joshua Station Kristenmouth  NJ 11594,9:7,Sofá:Rompecabezas,313.68:222.97,327.5017677315931,10.29,4066.6982322684066
454,35968,44250067,2020-03-08,Carolyn Patel,2081640338,0258 Brittany Walks Apt. 648 Christianville  VA 91373,2:5,Llave inglesa:Maceta,799.56:889.4,545.398302951138,21.39,5522.111697048862
455,68728,51043974,2023-08-30,James Campos,3640575185,670 Myers Isle Rodriguezport  MT 72183,8:9,Diccionario:Sofá,956.02:313.68,5.07664350054007,5.49,10471.693356499458
456,87366,63308104,2022-12-09,Jose Diaz,7195910994,7811 Sheri Meadows Suite 928 New Joetown  WY 65717,5:6,Fruta:Chocolate,186.35:959.59,281.99473783993204,11.8,6419.095262160068
457,18769,74060413,2020-07-27,Andrea Morris,4518086055,571 Stephanie Coves Teresachester  UT 01074,3:7,Raqueta de tenis:Chaqueta,62.59:941.34,72.1708065938199,5.75,6710.7291934061805
458,28922,10808190,2021-06-29,Kristina Griffin,9303879735,139 Anthony Grove Port Kelseyland  AZ 00925,4:6,Tablet:Taladro,397.13:284.01,235.92143502927104,12.4,3069.058564970729
459,77620,31829187,2019-05-13,Stephanie Brown,4587015901,USNS Thomas FPO AP 76886,6:10,Cámara:Martillo,565.53:315.09,640.8167160922685,12.96,5916.2232839077315
460,37521,24833063,2020-08-13,Kimberly Myers,4337553201,250 Michael Points West Tracy  UT 54422,8:3,Raqueta de tenis:Vino,62.59:740.9,99.80988503862957,24.73,2648.3401149613705
461,30975,68218282,2021-03-10,Dennis Black,5050329354,329 Morgan Meadows Jamesside  MS 69017,8:6,Chaqueta:Smartwatch,941.34:208.54,345.57805813581473,20.63,8457.011941864186
462,38225,79942044,2024-01-15,Jeffrey Griffin,8084921161,USS Watson FPO AP 85584,4:8,Mesa de comedor:Semillas,444.93:529.28,478.64753929456265,15.04,5550.352460705438
463,92352,32776850,2022-11-15,Nicole Morse,2819744587,5743 Anthony Forest Mendozamouth  NM 51350,7:10,Balón de fútbol:Queso,498.7:721.62,883.0038673379528,11.59,9835.686132662047
464,14230,90058100,2022-02-24,Daniel Cox,7165372995,7893 Wagner Ferry Apt. 435 Port Robert  IL 09760,8:10,Vestido:Sierra,530.67:102.97,126.61489974071928,23.43,5171.875100259281
465,33799,40431635,2021-10-30,Danielle Lee,4443813027,544 Lindsey Crescent Apt. 636 Lake Kristen  MO 85583,4:7,Fruta:Vestido,186.35:530.67,295.24514089440106,21.16,4186.004859105598
466,26754,74313112,2020-09-19,Erin Jacobs DDS,2265147268,4577 Deanna Radial Cruzborough  NE 83030,2:5,Chaqueta:Fertilizante,941.34:231.17,92.1187946310034,24.2,2970.6112053689963
467,25658,27879384,2022-06-14,Erin Olson,9286333983,5114 Edwards Mills Apt. 015 Carolshire  KS 96204,8:8,Maceta:Llave inglesa,889.4:799.56,969.9970745123871,6.06,12547.742925487613
468,24691,42359491,2021-03-05,Mr. Duane Gill,7668903736,0991 Leah Manor Suite 185 South Robert  WY 77490,2:8,Fruta:Zapatos,186.35:903.91,121.46473252335763,19.69,7502.205267476642
469,64904,82867398,2022-08-20,Jessica Ward,1291316799,137 Ray Wall Port Christian  WV 02741,6:6,Rompecabezas:Camiseta,222.97:543.61,162.72019068246857,9.99,4446.749809317531
470,22610,74636411,2021-07-09,James Lee,8032145452,5380 Bond Springs Apt. 035 North Robertland  MS 61303,6:5,Destornillador:Camiseta,443.45:543.61,180.3636339522409,19.67,5218.056366047759
471,75649,85647128,2022-11-01,Michael Reyes,5946158996,07967 Vargas Highway New Franciscotown  KS 70737,7:1,Estantería:Maquillaje,636.43:497.45,463.5854605158805,12.23,4501.1045394841185
472,34958,79977916,2019-09-30,Daniel Phillips,6963183288,769 Robert Plains Apt. 418 Dixonshire  FL 38148,3:4,Llave inglesa:Laptop,799.56:364.26,91.05149327279763,20.59,3785.2585067272025
473,82225,86403481,2023-08-30,Alex Hoover,5960818055,88352 Christopher Oval Carolynshire  SC 47827,6:9,Camiseta:Queso,543.61:721.62,288.5660172002624,11.34,9479.013982799737
474,78550,94283000,2023-08-04,Traci Green,9508919261,070 Potter Groves Apt. 242 Christensenview  OR 05669,10:3,Equipo de natación:Smartwatch,540.42:208.54,284.85529843951014,8.25,5753.21470156049
475,48989,99658242,2022-10-03,Kristin York,1099092553,535 Steele Cliffs Nancybury  IL 11106,2:7,Vestido:Champú,530.67:104.26,147.14061417460826,8.03,1652.0493858253915
476,74777,69565087,2020-10-19,Deanna Wagner,5272560843,120 Michael Landing Joseview  GA 22242,2:1,Taladro:Coche de juguete,284.01:421.82,49.30373531642732,16.71,957.2462646835727
477,41228,68675499,2022-04-01,Jonathan Miles,3755920667,23851 Monica Row Suite 361 East Alexa  NE 30624,2:6,Novela:Llave inglesa,951.49:799.56,575.3638421617891,21.25,6146.226157838211
478,44869,20527473,2023-11-19,Elizabeth Rodriguez,8652354073,40974 Alan Mills Apt. 570 Phillipsmouth  WY 72154,6:7,Maceta:Cámara,889.4:565.53,581.7775070862461,7.72,8721.052492913754
479,14215,16725010,2020-05-28,Richard Mitchell,2192119690,469 Melinda Shoal Juliehaven  WV 04000,2:1,Semillas:Novela,529.28:951.49,137.29098495882863,8.21,1880.9690150411714
480,69415,95399355,2021-09-26,Robert Rosario,7360879192,1275 Travis Creek Apt. 573 Alexanderchester  SD 33837,2:1,Guantes de boxeo:Novela,19.46:951.49,17.802580742735252,5.52,978.1274192572647
481,77606,14554357,2020-08-26,Marcus Logan,6699312555,1975 Jacob Cliffs Apt. 010 North Jimmy  PW 43508,2:7,Guantes de boxeo:Maceta,19.46:889.4,550.6363252940486,5.81,5719.893674705952
482,58962,39160805,2019-06-22,Joseph Lara,7359690567,USS Wolfe FPO AE 65199,6:7,Biografía:Fertilizante,613.3:231.17,471.6193074031534,10.71,4837.080692596846
483,19432,11497295,2022-10-29,Shelly Taylor,9835063068,USNS Gamble FPO AP 09271,2:5,Pan:Pan,921.1:921.1,405.81944557744316,17.07,6058.950554422557
484,78540,25333157,2024-01-29,Cameron Jenkins,9315368394,80510 Davenport Rapid North Hectormouth  NY 72744,5:9,Equipo de natación:Chocolate,540.42:959.59,155.2343921298555,6.05,11189.225607870143
485,29599,82864637,2021-09-23,Justin Taylor,5647090434,PSC 3859  Box 8436 APO AE 16055,6:1,Tablet:Llave inglesa,397.13:799.56,247.90254419840414,23.01,2957.447455801596
486,16407,54961160,2024-03-11,Lisa Taylor,7680814799,4591 Pamela Forge Suite 797 West Marissa  PR 62873,7:6,Regadera:Maquillaje,805.3:497.45,161.9606918104415,5.71,8465.549308189557
487,46195,32467850,2024-01-25,Angela Stanley,7056119597,344 Valencia Roads Apt. 369 New Robertton  MH 30770,1:2,Diccionario:Regadera,956.02:805.3,16.77198921550815,24.71,2574.5580107844917
488,85435,73113094,2021-01-03,Jay Boyd,8342179950,493 Joanna Landing Newtonchester  CO 52152,5:4,Llave inglesa:Vestido,799.56:530.67,12.445333233760968,15.0,6123.034666766239
489,29235,77120865,2021-02-14,Briana Sanchez,9441795472,PSC 2173  Box 2221 APO AE 13674,5:1,Guía de viaje:Silla,369.8:227.02,164.99329232231287,9.94,1920.9667076776873
490,26557,57199605,2022-08-04,Courtney Farmer,8332231633,030 Haynes Club Joneschester  MP 46733,6:10,Guantes de boxeo:Muñeca,19.46:47.38,50.7629155088755,13.58,553.3770844911246
491,59288,65398620,2022-01-12,Eric Reynolds,9539179916,4910 Gilmore Wall Port Susan  UT 88804,9:2,Smartphone:Vestido,940.43:530.67,71.49835531950642,8.64,9462.351644680492
492,23723,76116513,2022-11-12,Billy Richards,1258520731,20063 Christopher Ramp Apt. 803 West Andrewport  AZ 60190,5:3,Maceta:Fruta,889.4:186.35,74.38208396254439,22.38,4954.047916037456
493,25239,43837531,2021-02-27,Dr. Amy Perez,1408321978,546 Chad Plaza Katrinabury  AL 26450,8:9,Fertilizante:Escritorio,231.17:912.26,700.2025597309221,24.41,9383.907440269079
494,88958,32153920,2022-10-20,Brian Baldwin,1314409242,473 Julie Mall Apt. 304 West Ryan  MH 85841,1:10,Rompecabezas:Perfume,222.97:215.05,117.10047097547674,22.4,2278.7695290245233
495,39082,47645879,2021-03-07,Matthew Bowman,5233681965,90506 Lori Forges West Scott  WA 07335,1:10,Camiseta:Silla,543.61:227.02,210.39588876483123,24.78,2628.194111235169
496,78209,75076093,2019-07-17,Isabella Flowers,5127180580,938 Jesse Islands Suite 403 Marshallberg  WI 08510,4:7,Coche de juguete:Sierra,421.82:102.97,237.45898759303853,13.18,2183.791012406961
497,82571,45478009,2023-10-16,Joshua Cummings,9400860128,4406 Emily Field West Georgeview  NM 76640,1:5,Smartwatch:Novela,208.54:951.49,54.58620409410386,11.94,4923.343795905896
498,97785,13421598,2019-12-02,Anthony Williams,8655969935,53434 Miller Roads Molinamouth  MO 42286,10:5,Escritorio:Chaqueta,912.26:941.34,1072.4036825374992,21.05,12777.9463174625
499,66081,85298388,2022-08-21,Deborah Wade,6431663975,375 Scott Views Floreschester  MI 34243,3:6,Taladro:Pelota,284.01:167.61,53.03283828067316,8.93,1813.587161719327
500,73274,65182419,2023-12-25,Melissa Mclaughlin,4356681973,86493 Calvin Garden Apt. 104 Millerborough  AZ 11230,7:7,Mesa de comedor:Semillas,444.93:529.28,410.3274389607935,20.82,6429.962561039207
501,54272,13114803,2020-06-07,Shelley Simpson,2578162347,5686 Ryan Pike Jefferyberg  ME 71079,3:9,Silla:Jeans,227.02:210.0,136.59482651537564,20.97,2455.435173484624
502,65325,30991085,2020-05-31,Lindsey Moore,4891221921,25562 Michelle Ridge Suite 109 Hardyshire  DC 53214,2:9,Coche de juguete:Pelota,421.82:167.61,203.78668990759775,7.82,2156.1633100924023
503,88635,58033504,2022-05-21,David Hooper,5044450473,0331 Randall Run Heatherside  MP 77422,6:5,Sofá:Llave inglesa,313.68:799.56,510.6380713618866,23.62,5392.861928638113
504,47961,43585425,2021-10-10,Michele Nelson,2732974716,82743 Arnold Cove East Teresachester  VT 88061,7:7,Novela:Guía de viaje,951.49:369.8,716.3859497690803,5.81,8538.45405023092
505,14533,74106367,2021-12-21,James Weber,8369011158,Unit 0989 Box 2602 DPO AP 64595,1:1,Tablet:Biografía,397.13:613.3,80.66571137683421,10.53,940.2942886231657
506,32435,32959754,2024-01-28,Carolyn Shelton,2911890079,610 Watson View Jonesland  FL 26521,8:1,Vino:Biografía,740.9:613.3,234.83708968688867,13.05,6318.712910313112
507,62071,91565155,2021-12-29,Joshua Miller,1790964194,8127 Jones Gateway Mariatown  MN 23598,10:9,Muñeca:Maquillaje,47.38:497.45,92.52662657854734,9.08,4867.403373421453
508,43870,38726386,2020-10-04,Jennifer Jordan,3064403864,38575 Green Falls Suite 364 Brianview  VA 66238,8:2,Destornillador:Zapatos,443.45:903.91,283.4189584592563,5.85,5077.8510415407445
509,33722,91957174,2023-12-30,Shannon Simpson,3191456119,Unit 4737 Box 1549 DPO AA 20060,9:8,Llave inglesa:Silla,799.56:227.02,232.28649061966183,7.35,8787.263509380338
510,10919,41516551,2021-03-12,Briana Lynch,1812943884,195 Lawson Camp Suite 207 Karenside  HI 08482,6:9,Regadera:Pan,805.3:921.1,1108.924619530716,10.53,12023.305380469285
511,58699,94686312,2022-02-02,Jaclyn Peters,2279749183,USNV Perez FPO AP 74623,8:7,Vino:Guía de viaje,740.9:369.8,341.13148089359316,9.72,8184.388519106406
512,75201,28373671,2020-12-01,Kevin Nguyen,6318300147,351 Washington Spurs Port Erin  GA 41599,2:10,Pan:Herramientas de jardinería,921.1:571.18,235.05690384676035,24.64,7343.583096153239
513,87419,34107584,2019-11-12,Earl Poole,8640372949,71415 Robertson Vista Suite 893 Meganport  DE 95709,10:4,Vestido:Biografía,530.67:613.3,125.73432091003144,18.82,7652.985679089968
514,57298,65630678,2020-09-28,Beth Odom,8586319579,78909 Gonzalez Radial Brandonshire  OK 22781,5:6,Poesía:Balón de fútbol,640.7:498.7,278.24592138664747,16.64,5934.094078613352
515,84810,59688082,2021-09-17,Bryan Williams,3885529859,95120 Morgan Shoals Suite 967 Lake Danielberg  MS 58122,5:1,Taladro:Estantería,284.01:636.43,91.72486360986925,22.89,1987.6451363901308
516,58071,30131947,2021-12-29,Mr. Justin Horton,6366072136,PSC 9923  Box 6966 APO AE 03039,2:2,Chaqueta:Maquillaje,941.34:497.45,45.96283568579547,11.55,2843.1671643142045
517,56148,31987043,2019-07-15,Nicholas Acosta,7128705294,83541 Tiffany Wells Apt. 569 Cameronstad  HI 73293,1:3,Chocolate:Vino,959.59:740.9,75.90816865943725,13.65,3120.031831340563
518,34814,33787001,2020-04-22,Tamara Larson,5249528608,5334 Ronald Mission Suite 956 Lake Cathy  OR 27739,8:4,Destornillador:Patines,443.45:237.45,388.55276994159846,11.79,4120.637230058401
519,18131,54426435,2019-07-22,Jeremy Coffey,3142376779,1747 Adkins Dam Jenkinston  KS 53393,2:1,Juego de mesa:Estantería,111.05:636.43,35.62815498483167,24.88,847.7818450151683
520,69914,40443150,2021-06-08,Mark Gibson,1878190049,0714 Jason Meadows Port Cassandra  FL 41019,6:1,Rompecabezas:Martillo,222.97:315.09,121.38203068972354,18.77,1550.2979693102764
521,51934,34931223,2022-11-01,Stephanie Johnson,3115755569,12092 Rebecca Mountains Suite 573 North Lisafort  IL 75959,6:2,Estantería:Balón de fútbol,636.43:498.7,387.71541674971013,6.95,4435.214583250289
522,89955,28069711,2019-04-23,Casey Frazier,3349515521,759 Anthony Brooks Port Felicia  ME 95795,10:5,Tablet:Equipo de natación,397.13:540.42,223.76465256598948,12.29,6461.92534743401
523,73356,11119100,2020-03-30,Dominic Weiss,9511578752,5772 Garza Estate Apt. 279 Bradleyfurt  NC 04672,4:2,Camiseta:Chocolate,543.61:959.59,5.749148941236375,22.71,4110.580851058763
524,58950,91568060,2024-04-09,Aaron Smith,5963588982,0393 Ramirez Extension North Anthonyshire  IN 10511,10:7,Jeans:Chaqueta,210.0:941.34,346.62156818888906,7.71,8350.46843181111
525,43625,25446582,2021-03-24,Joshua Kelly,1420362161,436 Figueroa Islands Brownchester  PW 81334,1:2,Laptop:Pan,364.26:921.1,156.84612651755387,15.01,2064.6238734824465
526,31325,32900082,2020-12-25,Gregory Rodriguez,8282123873,9770 Tony Isle Ryanville  ME 10711,4:7,Maquillaje:Zapatos,497.45:903.91,581.7718099176842,14.05,7749.448190082316
527,21545,26119441,2023-08-27,Timothy Bennett,1323248116,PSC 0145  Box 4426 APO AA 24026,2:1,Queso:Rompecabezas,721.62:222.97,104.31324744138344,11.45,1573.3467525586166
528,33564,62308129,2021-09-24,James Morris,9155487008,423 Adkins Islands Apt. 771 Maryberg  ID 64146,9:4,Queso:Pan,721.62:921.1,299.98678859337537,15.81,9894.803211406625
529,67564,36010355,2022-05-21,Jordan Hoffman,6339842931,70834 Cheryl Landing Suite 545 Clarkton  PR 55635,8:5,Fruta:Chaqueta,186.35:941.34,600.5010218737233,10.27,5607.268978126277
530,41102,91032879,2024-01-27,Bradley Soto,3977105147,USNV Hanson FPO AP 75006,2:2,Poesía:Destornillador,640.7:443.45,0.036909009846425526,5.13,2173.3930909901537
531,59207,19428792,2024-02-01,David Neal,5633616878,7091 Simpson Islands Suite 032 Randyburgh  NY 88872,7:9,Juego de mesa:Mesa de comedor,111.05:444.93,436.9376438573773,23.31,4368.092356142623
532,39054,91068875,2020-09-10,Richard Alexander,7038037929,2290 Thomas Coves Hollyside  AR 75350,1:5,Jeans:Raqueta de tenis,210.0:62.59,37.3209342581404,19.91,505.5390657418597
533,90505,16026317,2020-03-16,Clarence Miller,4656297697,448 Johnson Squares Katherineview  NY 55811,6:3,Martillo:Perfume,315.09:215.05,223.43950010719047,16.29,2328.5404998928097
534,35712,77972592,2021-11-11,Amy Shelton,2369214644,901 Tate Prairie Suite 174 Deleonbury  NC 55067,7:9,Llave inglesa:Smartphone,799.56:940.43,1173.6750989740465,21.78,12908.894901025953
535,40202,78094271,2021-03-12,Eric Gordon,2332778939,22958 Gonzalez Camp Maryton  ID 37489,2:1,Tablet:Camiseta,397.13:543.61,24.868466946038023,24.91,1337.9115330539619
536,50218,66815206,2019-08-13,Stephanie Underwood,2009024221,Unit 8351 Box 1562 DPO AP 19475,6:5,Poesía:Champú,640.7:104.26,124.32434352728035,12.5,4253.675656472719
537,55775,53967316,2023-11-27,Nancy Hill,2351821393,15392 Brittany Falls Suite 818 North Aaronside  OR 18567,7:9,Laptop:Novela,364.26:951.49,113.43698260117303,24.18,11023.973017398826
538,10729,62998606,2022-10-22,Nicholas Horton,2617599343,2323 Li Village West Jessicaland  KY 27808,6:8,Fruta:Fertilizante,186.35:231.17,293.0923735779869,21.04,2695.407626422013
539,50003,89723203,2023-09-24,Juan Carey,1094811651,329 Jimenez Ridges Apt. 437 Kylechester  AL 37219,1:9,Silla:Regadera,227.02:805.3,539.6321502505043,6.86,6941.947849749496
540,83578,25541308,2020-06-12,Lindsey Benson,3588413051,Unit 5479 Box 6378 DPO AA 45841,10:2,Champú:Martillo,104.26:315.09,40.302887741690746,12.17,1644.6471122583096
541,83000,34185745,2023-07-03,Christopher Morgan,9615572221,569 Victoria Highway Suite 928 South Denise  NJ 02493,8:5,Jeans:Zapatos,210.0:903.91,419.16495676743506,22.92,5803.305043232565
542,97259,65882494,2019-08-18,Jerry Jones,2597161441,821 Dixon Alley Lake Lisa  RI 03297,8:9,Escritorio:Cremas para la piel,912.26:236.27,890.3578317157089,8.56,8542.71216828429
543,11335,78742596,2020-06-10,Joseph Hunt,7831842391,372 Craig Harbors Apt. 181 Port Michael  NE 58989,6:5,Taladro:Coche de juguete,284.01:421.82,279.5220821163356,24.63,3558.2679178836643
544,92889,34786998,2021-06-26,John Cline,7190977451,325 Aaron Hills Candicechester  AS 98991,8:9,Muñeca:Balón de fútbol,47.38:498.7,340.620403931717,5.16,4531.879596068283
545,75559,66527125,2020-09-25,Raymond Galvan,9653166726,2287 Sally Unions New Andrew  WA 34596,7:10,Pelota:Silla,167.61:227.02,267.71250482608815,14.55,3190.3074951739122
546,82797,89474869,2022-03-05,Jacqueline Donovan,6524846072,14954 Lauren Loop Kimberlystad  ID 76727,7:9,Poesía:Silla,640.7:227.02,141.8317028090364,5.62,6391.868297190965
547,58806,29932447,2020-06-01,Brian Herring,7516085023,27481 Tyler Trace Suite 244 New Sherry  NC 10528,6:8,Camiseta:Regadera,543.61:805.3,322.4526045177911,6.99,9388.597395482208
548,33960,98586372,2021-07-04,Ian Martinez,6333555738,994 Rush Street Suite 617 Holmesview  ND 34597,1:4,Raqueta de tenis:Cremas para la piel,62.59:236.27,92.54571356052793,18.78,933.9042864394721
549,32464,74521476,2019-05-25,Cassie Kelly,4643864766,0852 Moran Highway Apt. 228 West Marissa  MT 91453,4:8,Coche de juguete:Zapatos,421.82:903.91,589.5159459990956,20.87,8349.914054000905
550,92991,41742292,2021-06-13,Anthony Glover,6585373892,293 April Forges Suite 661 East Thomasfurt  GU 22098,6:4,Perfume:Laptop,215.05:364.26,167.32730325592178,10.91,2590.922696744078
551,25825,99902826,2023-03-08,Matthew Perez,5525628000,09094 Jennifer Manor North Maryville  FL 51333,5:6,Guantes de boxeo:Juego de mesa,19.46:111.05,68.48957660420108,19.92,715.0304233957988
552,65253,94790519,2020-07-16,Robert Cole,9907467804,1305 Eric Terrace South Joseph  SD 22277,2:10,Chaqueta:Maceta,941.34:889.4,271.54943565108204,20.93,10526.060564348918
553,30575,68140200,2020-01-16,Andrew Peterson,3822756462,74022 Patterson Mission Apt. 267 South Jessica  MP 64624,8:2,Perfume:Biografía,215.05:613.3,31.2774172253477,24.14,2939.8625827746523
554,84737,24030087,2019-05-30,Victor Hines,4751166880,Unit 5468 Box 5615 DPO AE 44801,1:6,Pan:Maceta,921.1:889.4,422.1622426424638,18.46,5853.797757357536
555,23537,83643072,2023-01-11,Donald Long,3754125925,3579 April Harbors South Courtneymouth  VA 35225,10:5,Tablet:Cámara,397.13:565.53,122.16970982663243,9.22,6686.000290173368
556,69388,35004468,2020-10-22,Marie Johnson,2275497073,512 Davis Village North Jennyberg  KY 85993,6:3,Champú:Destornillador,104.26:443.45,97.47246498695002,16.38,1874.81753501305
557,88105,30161903,2020-04-25,Raymond Alexander,3145831279,22356 Dennis Cliff Apt. 621 Perezburgh  WV 55958,10:9,Maceta:Biografía,889.4:613.3,1252.9150966074194,5.18,13165.964903392582
558,86808,85401686,2023-11-22,Amber Rodriguez,1139873315,5619 Derrick Circle Apt. 550 Jenniferville  PW 71745,3:4,Destornillador:Smartwatch,443.45:208.54,80.43544000686698,13.83,2097.904559993133
559,11257,84563126,2023-10-20,Deborah Love,1551719055,7042 Rachel Brooks North Ralph  CO 20376,8:3,Smartwatch:Regadera,208.54:805.3,405.383695874034,5.37,3684.2063041259653
560,98294,91056252,2022-07-31,Kenneth Newman,5588672474,201 Bradford Route Apt. 513 Lorichester  CT 34606,2:2,Zapatos:Diccionario,903.91:956.02,256.9690509463197,23.37,3486.2609490536797
561,41540,60922702,2021-09-24,Craig Horn,9750444013,64591 Jeffrey Gardens South Ashley  TX 19190,3:2,Patines:Chaqueta,237.45:941.34,216.0948992824915,6.76,2385.6951007175085
